"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk","positionRank","vor"
"BRIANQUICK","Brian Quick","WR","STL",233,60.3499264530972,54.1,80.3,NA,NA,NA,52.5,44.9,43.9,76.2,58.6966666666667,60.3499264530972,193.7,15.7599175124745,29.1,6.38118189214929,93,-63.6115414425389
"TROYNIKLAS","Troy Niklas","TE","ARI",234,42.0747638314611,NA,NA,NA,NA,NA,52.9,38.9,57.6,11.9,40.325,42.0747638314611,NA,20.5472423129399,NA,6.27738816552795,50,-63.7003752728162
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",235,54.3,68.7,NA,59.4,NA,NA,50.8,51.9,52.3,43.7,53.8833333333333,54.3,187.8,8.57406943444399,32.5,5.84945255521862,69,-63.7287541319807
"RYANGRIFFIN","Ryan Griffin","TE","HOU",236,42.0001665501527,53.5,NA,62,NA,NA,64.5,19.5,43.3,11,42.3,42.0001665501527,NA,22.3915162505803,NA,6.73160829491415,51,-63.7749725541246
"CJANDERSON","C.J. Anderson","RB","DEN",237,53.2413838185965,71,38.2,74.6,NA,NA,21.7,57,73.9,51.58,55.1171428571429,53.2413838185965,159.05,20.0121953294675,15.09235,5.449838588944,70,-64.7873703133843
"ALLENROBINSON","Allen Robinson","WR","JAC",238,57.875,86.4,34.5,49.1,NA,NA,74.5,31.5,61.3,71.4,57.8942857142857,57.875,172.8,20.824379028071,18.8,5.93496944144847,94,-66.0864678956361
"BOBBYRAINEY","Bobby Rainey","RB","TB",239,51.699703691883,39.5,64.7,37.5,NA,NA,65.2,29,70.1,61.2,52.16,51.699703691883,173,16.5419524384575,11,4.59742641186926,71,-66.3290504400977
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",240,57.5320556125748,79.4,NA,59.2,NA,NA,54.1,14.6,74.1,34.58,52.9926666666667,57.5320556125748,187.3,24.4744615194424,63.1,10.9859204392988,95,-66.4294122830613
"JOSEPHFAURIA","Joseph Fauria","TE","DET",241,39.1002993395023,55.1,29.2,NA,NA,NA,73.5,21.5,NA,34.1,42.56,39.1002993395023,NA,21.2605738398567,NA,6.45307222842046,52,-66.6748397647749
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",242,51.095039847817,65,37.1,62.9,NA,NA,73,NA,45.1,28.39,51.8283333333333,51.095039847817,184.8,17.6398341828941,23.6,6.04139281670506,72,-66.9337142841637
"BILALPOWELL","Bilal Powell","RB","NYJ",243,50.8751734982487,59.8,41.1,42.3,NA,NA,68.7,58.7,45.6,54,52.8285714285714,50.8751734982487,190,10.3036285795229,8,3.51760653180612,73,-67.153580633732
"BENWATSON","Ben Watson","TE","NO",244,38.35,NA,NA,NA,NA,NA,37.2,39.5,NA,NA,38.35,38.35,NA,1.62634559672906,NA,1.61742308163379,53,-67.4251391042773
"TEDGINN","Ted Ginn","WR","ARI",245,56.1715320310206,64.5,44.4,66,NA,NA,81.7,23.7,66.2,37.4,55.3171428571429,56.1715320310206,NA,20.2122782109338,NA,6.19489096451693,96,-67.7899358646155
"JOHNBROWN","John Brown","WR","ARI",246,55.0996262384989,54.2,103.5,NA,NA,NA,38.5,47.7,NA,62.42,51.08,55.0996262384989,168.4,25.1857991733437,27.1,7.33417530233289,97,-68.8618416571372
"MICHAELBUSH","Michael Bush","RB",NA,247,49.1,NA,NA,NA,NA,NA,NA,NA,49.1,NA,49.1,49.1,NA,NA,NA,NA,74,-68.9287541319807
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",248,36.5876737381754,NA,57.5,41.4,NA,NA,23.5,NA,NA,33.8,39,36.5876737381754,NA,14.3211964118459,NA,4.74399590907306,54,-69.1874653661019
"DANIELTHOMAS","Daniel Thomas","RB","MIA",249,48.4109570675782,45.4,45.2,30.9,NA,NA,59.1,NA,56.9,33.09,44.9516666666667,48.4109570675782,237.5,11.6723612292743,54.5,8.5161397976506,75,-69.6177970644025
"ROBERTTURBIN","Robert Turbin","RB","SEA",250,47.7497040271759,61,61.8,23.6,NA,NA,65.4,21.5,71.5,24.38,46.7742857142857,47.7497040271759,172.6,22.5954264230197,16.3,5.89338564210094,76,-70.2790501048048
"GREGLITTLE","Greg Little","WR","OAK",251,53.5502980965034,67.4,35.3,45,NA,NA,39.7,NA,78.1,NA,53.1,53.5502980965034,NA,18.6514074535945,NA,5.81046926723865,98,-70.4111697991328
"CLAYHARBOR","Clay Harbor","TE","JAC",252,35.35,43.1,NA,NA,NA,NA,34,NA,NA,19.7,32.2666666666667,35.35,NA,11.7959032436407,NA,4.12204980541138,55,-70.4251391042773
"JOSHGORDON","Josh Gordon","WR","CLE",253,53.4632501016481,NA,NA,57.4,NA,NA,NA,47,66.8,NA,42.8,53.4632501016481,118.866844385205,9.90420785996201,17.8804,4.49470361388539,99,-70.498217793988
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",254,46.5501353121969,33.9,14.8,44.6,NA,NA,54.2,46.3,81.6,59.5,47.3171428571429,46.5501353121969,185.7,20.876530454305,6.9,4.70533139063238,77,-71.4786188197838
"COLEBEASLEY","Cole Beasley","WR","DAL",255,52.3752463807905,69.2,42.2,54.3,NA,NA,62.3,34.9,59.2,44.3,52.2,52.3752463807905,NA,12.2880507191414,NA,4.24325917970043,100,-71.5862215148456
"DAVIDAUSBERRY","David Ausberry","TE","OAK",256,33.975,NA,27.3,NA,NA,NA,58.9,42,NA,10.58,34.695,33.975,NA,20.6192814294453,NA,6.29513044131037,56,-71.8001391042773
"JACOBYJONES","Jacoby Jones","WR","BAL",257,52.1502297973595,56.5,47.8,NA,NA,NA,46.4,59.5,71.8,27.98,44.3731428571429,52.1502297973595,NA,14.7906749902317,NA,4.85962223565409,101,-71.8112380982767
"CHRISPOLK","Chris Polk","RB","PHI",258,45.950013867422,66.4,37.6,33.8,NA,NA,41.8,50.1,42.7,50.51,45.9471428571429,45.950013867422,171.1,10.8098859075077,29.5,5.81316667503451,78,-72.0787402645587
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",259,51.60020908007,49.2,37.7,NA,NA,NA,74.1,30.5,64,NA,51.1466666666667,51.60020908007,NA,18.0481300970488,NA,5.66189008203554,102,-72.3612588155661
"LARRYDONNELL","Larry Donnell","TE","NYG",260,32.9,NA,NA,NA,NA,NA,18.2,NA,NA,47.6,32.9,32.9,NA,20.7889393668845,NA,6.33691493369096,57,-72.8751391042773
"BENJAMINWATSON","Benjamin Watson","TE","NO",261,32.4,NA,NA,NA,NA,NA,NA,NA,NA,32.4,32.4,32.4,NA,NA,NA,NA,58,-73.3751391042773
"KRISDURHAM","Kris Durham","WR","DET",262,49.9,65.5,23.2,NA,NA,NA,60.7,32,76.6,28.2,40.76,49.9,NA,22.5744988870185,NA,6.77667448334858,103,-74.0614678956361
"TIMWRIGHT","Tim Wright","TE","TB",263,31.55,NA,NA,NA,NA,NA,32.2,24.6,NA,41.8,32.8333333333333,31.55,183.5,8.61935805807679,35.2,6.13548017061103,59,-74.2251391042773
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",264,49.5996995357461,75.1,NA,50,NA,NA,73.5,34.6,37.2,23.7,48.9833333333333,49.5996995357461,NA,21.3032783079663,NA,6.4635897706544,104,-74.36176835989
"MATTASIATA","Matt Asiata","RB","MIN",265,43.55,55.6,17.6,32.6,NA,NA,51.5,NA,53.5,44.52,42.4466666666667,43.55,NA,14.8033329580425,NA,4.86273972468834,79,-74.4787541319807
"TRAVARISCADET","Travaris Cadet","RB","NO",266,43.4995226774491,69.5,59.6,15.8,NA,NA,46,NA,NA,18.81,41.922,43.4995226774491,185,24.0115039095847,9,5.30951077547065,80,-74.5292314545316
"DAVANTEADAMS","Davante Adams","WR","GB",267,49.2428663804703,86.8,64.5,45.4,NA,NA,44.8,20,78.9,27.1,52.1514285714286,49.2428663804703,176.8,25.2605093640911,11.4,5.71260692945088,105,-74.7186015151658
"RICHARDRODGERS","Richard Rodgers","TE","GB",268,31.05,NA,NA,NA,NA,NA,36.5,33.5,NA,16.3,28.4,31.05,163.15,10.9001529041263,5.25,3.30542038068821,60,-74.7251391042773
"CODYLATIMER","Cody Latimer","WR","DEN",269,48.7499965008812,55.3,42.8,NA,NA,NA,32.5,2.9,63.5,64.4,37.2657142857143,48.7499965008812,179.9,23.4344760271414,32.1,7.63786451419488,106,-75.211471394755
"EDDICKSON","Ed Dickson","TE","CAR",270,30.25,53.1,43.6,NA,NA,NA,25,7.7,NA,23.5,30.58,30.25,NA,17.8985194918462,NA,5.62504298081824,61,-75.5251391042773
"JASONAVANT","Jason Avant","WR","CAR",271,48.425,73.6,38.6,48.1,NA,NA,27.8,37.1,64.7,47.6,48.0657142857143,48.425,NA,16.0691659782982,NA,5.17449755334231,107,-75.5364678956361
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",272,42.4713263912696,69.5,57.2,35.1,NA,NA,2.9,19.9,NA,39.4,37.0833333333333,42.4713263912696,218.3,24.200055096356,35.1,8.04375228586834,81,-75.5574277407111
"STEPHENHILL","Stephen Hill","WR","NYJ",273,48.3495846511244,53.3,41,NA,NA,NA,54.5,47.6,65.1,22.1,40.4228571428571,48.3495846511244,178.5,14.6934906222676,3.5,3.59077113025143,108,-75.6118832445118
"BRANDONBOLDEN","Brandon Bolden","RB","NE",274,42.1500054258512,70.9,15.6,44.6,NA,NA,36.2,36,47.2,39.44,41.3971428571429,42.1500054258512,NA,16.5318319210748,NA,5.28844601842741,82,-75.8787487061296
"ANDREBROWN","Andre Brown","RB","HOU",275,41.55,NA,NA,34.2,NA,NA,NA,NA,48.9,NA,41.55,41.55,142.25,10.3944696834422,8.8,3.61188949015466,83,-76.4787541319807
"JACOBTAMME","Jacob Tamme","TE","DEN",276,29.225,NA,NA,NA,NA,NA,46.5,26.6,NA,17.2,30.1,29.225,NA,14.9602807460288,NA,4.90139387639057,62,-76.5501391042773
"KEVINOGLETREE","Kevin Ogletree","WR","DET",277,47.05,42.6,49.8,NA,NA,NA,45.7,NA,NA,NA,46.3666666666667,47.05,NA,3.6115555282085,NA,2.1063538708901,109,-76.9114678956361
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",278,243.989041342938,294.92,195.16,205.34,NA,NA,251.5,206.3,320,288.72,251.845714285714,243.989041342938,144.0125,50.5149479055929,18.44455,9.55424464979172,24,-76.9649629655444
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",279,46.9360829436311,64.2,44.5,NA,NA,NA,36.9,40.2,70.3,13.41,38.5837142857143,46.9360829436311,NA,20.47202033671,NA,6.25886199374918,110,-77.025384952005
"JIMDRAY","Jim Dray","TE","CLE",280,28.25,NA,NA,NA,NA,NA,20.2,NA,36.3,NA,28.25,28.25,NA,11.3844191771034,NA,4.02070675537508,63,-77.5251391042773
"PEYTONHILLIS","Peyton Hillis","RB","NYG",281,40.3000056283164,45.8,38.5,28.1,NA,NA,59.8,8.2,NA,49.2,37.9666666666667,40.3000056283164,NA,18.1515472251449,NA,5.68736034453063,84,-77.7287485036643
"AJJENKINS","A.J. Jenkins","WR","KC",282,45.9094268209632,57.6,33.1,44.2,NA,NA,33.9,39.9,57.2,56.13,46.1374285714286,45.9094268209632,NA,10.9231159430248,NA,3.90709390730894,111,-78.052041074673
"AUSTINCOLLIE","Austin Collie","WR",NA,283,45.9,NA,NA,NA,NA,NA,NA,NA,45.9,NA,45.9,45.9,NA,NA,NA,NA,112,-78.0614678956361
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",284,39.8,NA,NA,NA,NA,NA,NA,NA,39.8,NA,39.8,39.8,NA,NA,NA,NA,85,-78.2287541319807
"JARVISLANDRY","Jarvis Landry","WR","MIA",285,45.7002186161608,57.5,62.1,59.6,NA,NA,75.5,10.4,27.4,18.1,44.2342857142857,45.7002186161608,235.5,25.2317071879619,48.5,9.56265943041647,113,-78.2612492794753
"EJMANUEL","E.J. Manuel","QB","BUF",286,242.374618261575,245.32,227.14,212.72,NA,NA,242.52,253.62,276.12,255.18,243.674285714286,242.374618261575,173.9,20.4646557101099,17.2,5.72447894662192,25,-78.5793860469072
"DRIARCHER","Dri Archer","RB","PIT",287,39.1503121677515,48.6,64.1,NA,NA,NA,14.4,25.4,50.2,29.9,32.8514285714286,39.1503121677515,NA,18.5483871715755,NA,5.78509674265158,86,-78.8784419642292
"MIKEJAMES","Mike James","RB","TB",288,38.8847871040872,46,43.7,26.6,NA,NA,31.9,39.6,53.5,27.06,38.2114285714286,38.8847871040872,NA,10.2091294344583,NA,3.73124853115188,87,-79.1439670278935
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",289,38.875,42.1,22.5,51.3,NA,NA,29.8,16.7,40.2,48.88,35.6628571428571,38.875,198.4,13.2159989622967,22.9,5.42391752221373,88,-79.1537541319807
"ROBERTHOUSLER","Robert Housler","TE","ARI",290,26.15,NA,NA,NA,NA,NA,35.4,16.9,NA,NA,26.15,26.15,NA,13.0814754519511,NA,4.43866913341704,64,-79.6251391042773
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",291,25.855,NA,NA,NA,NA,NA,28.5,31.6,NA,12.42,24.1733333333333,25.855,NA,10.2960251229945,NA,3.75264978293147,65,-79.9201391042773
"BRANDONLLOYD","Brandon Lloyd","WR","SF",292,43.75,43.1,43.2,NA,NA,NA,51.5,NA,NA,NA,45.9333333333333,43.75,NA,4.82113402980391,NA,2.40425696016781,114,-80.2114678956361
"PAULRICHARDSON","Paul Richardson","WR","SEA",293,43.6999595747155,66.8,51.5,NA,NA,NA,33.5,NA,33.6,31.1,43.3,43.6999595747155,223,15.4795025759874,44,7.89432261342852,115,-80.2615083209207
"BRYCEBROWN","Bryce Brown","RB","BUF",294,37.3001829460801,56,26.1,49.1,NA,NA,36,33.8,46,32.08,39.3885714285714,37.3001829460801,155.1,10.6853910060597,12.2,4.00087455883397,89,-80.7285711859007
"ACESANDERS","Ace Sanders","WR","JAC",295,43.160870562981,47.6,NA,41.4,NA,NA,43.2,27.9,80.1,21.37,43.7073333333333,43.160870562981,NA,20.4641772373091,NA,6.2569303427336,116,-80.8005973326551
"TONYMOEAKI","Tony Moeaki","TE","BUF",296,24.7854500609889,NA,NA,NA,NA,NA,32.5,7.7,43.1,10.65,23.4875,24.7854500609889,NA,17.1262165018041,NA,5.43483503128168,66,-80.9896890432884
"MIKELLESHOURE","Mikel Leshoure","RB","DET",297,36.8151681385839,41.2,NA,NA,NA,NA,65.4,11.5,43,8.4,27.8833333333333,36.8151681385839,NA,23.8765575408182,NA,7.09735420349578,90,-81.2135859933968
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",298,42.5,53.1,NA,NA,NA,NA,-1.2,NA,63,NA,38.3,42.5,NA,34.5642879284385,NA,9.72959997806917,117,-81.4614678956361
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB","CIN",299,36.4927322158862,54.4,39.1,38.4,NA,NA,45.8,24.3,32.8,20.97,36.1728571428571,36.4927322158862,169.8,11.6973678357874,21.5,5.09148936166493,91,-81.5360219160945
"DUJUANHARRIS","DuJuan Harris","RB","GB",300,36.4624078289286,NA,41.4,NA,NA,NA,42.7,NA,NA,20.97,26.0508333333333,36.4624078289286,NA,12.1878887972172,NA,4.21859063116899,92,-81.5663463030521
"LOGANPAULSEN","Logan Paulsen","TE","WAS",301,23.85,NA,NA,NA,NA,NA,39.9,20.4,NA,18.5,25.5333333333333,23.85,NA,11.8449708033973,NA,4.13413449244534,67,-81.9251391042773
"SANTONIOHOLMES","Santonio Holmes","WR","CHI",302,41.95,NA,45.7,NA,NA,NA,NA,NA,63,17.4,42.0333333333333,41.95,NA,23.0200637126254,NA,6.88641117083658,118,-82.0114678956361
"DEVINSTREET","Devin Street","WR","DAL",303,41.9,43.1,49.4,NA,NA,NA,41.5,NA,NA,13.8,36.95,41.9,NA,15.8055897285317,NA,5.1095822303913,119,-82.0614678956361
"MIKEBROWN","Mike Brown","WR","JAC",304,41.8355524090711,37.1,40.9,NA,NA,NA,45.5,NA,45.2,NA,33.54,41.8355524090711,NA,3.98277541420553,NA,2.19778038904826,120,-82.125915486565
"QUINTONPATTON","Quinton Patton","WR","SF",305,41.7,54.2,NA,NA,NA,NA,32.8,NA,39.6,NA,42.4833333333333,41.7,NA,10.9343495462693,NA,3.90986059430433,121,-82.2614678956361
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",306,41.699763411479,59.2,54.6,NA,NA,NA,27.2,47.6,35.8,27.1,41.8366666666667,41.699763411479,NA,13.8953829262337,NA,4.63912371379788,122,-82.2617044841571
"DENARDROBINSON","Denard Robinson","WR","JAX",307,41.4503855370601,60.9,42.4,23.3,NA,NA,14.5,72,NA,22.41,38.535,41.4503855370601,NA,23.2454644321568,NA,6.94192436868629,123,-82.511082358576
"DAVIDNELSON","David Nelson","WR","NYJ",308,41.0059447779263,53.1,14,NA,NA,NA,40.2,NA,37.5,38.6,30.6116666666667,41.0059447779263,NA,14.148745527431,NA,4.70152355101768,124,-82.9555231177098
"JARIUSWRIGHT","Jarius Wright","WR","MIN",309,40.7994087575324,46.5,28.6,NA,NA,NA,75.8,7.6,54,31.1,41.2366666666667,40.7994087575324,NA,23.5654832328981,NA,7.0207407408705,125,-83.1620591381037
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",310,34.6623312762009,57,51,18.9,NA,NA,0.1,12.9,47.5,NA,31.2333333333333,34.6623312762009,178.7,23.5658792890625,6.1,4.95341032546325,93,-83.3664228557798
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",311,40.4,40.4,NA,NA,NA,NA,NA,NA,NA,NA,40.4,40.4,NA,NA,NA,NA,126,-83.5614678956361
"JOEMORGAN","Joe Morgan","WR","NO",312,39.975,39.6,32.6,NA,NA,NA,NA,54.1,NA,NA,42.1,39.975,NA,10.9658560997307,NA,3.91762023916926,127,-83.9864678956361
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",313,33.6310475895933,53.5,24.7,27.7,NA,NA,24.5,NA,NA,36.8,33.39,33.6310475895933,178.3,12.2775404703059,13.3,4.31119483322496,94,-84.3977065423875
"ALFREDBLUE","Alfred Blue","RB","HOU",314,33.4488368690877,34,39,NA,NA,NA,43.8,12.4,NA,28.91,31.472,33.4488368690877,181,12.0958017510209,39.2,6.97906348518451,95,-84.579917262893
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",315,21.1675,NA,NA,NA,NA,NA,23.7,24.5,NA,9.77,19.3233333333333,21.1675,NA,8.28309322254273,NA,3.25689144160903,68,-84.6076391042773
"ALLENHURNS","Allen Hurns","WR","JAC",316,39.3,NA,62.9,NA,NA,NA,NA,NA,NA,15.7,39.3,39.3,NA,33.375440072005,NA,9.43680257083551,128,-84.6614678956361
"WILLISMCGAHEE","Willis McGahee","RB",NA,317,33.2,NA,NA,NA,NA,NA,NA,NA,33.2,NA,33.2,33.2,NA,NA,NA,NA,96,-84.8287541319807
"JAREDABBREDERIS","Jared Abbrederis","WR","GB",318,38.7,38.7,NA,NA,NA,NA,NA,NA,NA,NA,38.7,38.7,NA,NA,NA,NA,129,-85.2614678956361
"TJGRAHAM","T.J. Graham","WR","BUF",319,37.875,41.9,NA,NA,NA,NA,27.5,19.6,53.4,NA,35.7416666666667,37.875,NA,15.0348484085031,NA,4.91975889939818,130,-86.0864678956361
"JONBALDWIN","Jon Baldwin","WR","DET",320,37.75,39.2,NA,NA,NA,NA,NA,NA,36.3,NA,37.75,37.75,NA,2.05060966544099,NA,1.72191367614428,131,-86.2114678956361
"KELLENDAVIS","Kellen Davis","TE","NYG",321,19.35,NA,NA,NA,NA,NA,1.3,37.4,NA,NA,19.35,19.35,NA,25.5265548008344,NA,7.50372657239144,69,-86.4251391042773
"GRIFFWHALEN","Griff Whalen","WR","IND",322,37.5209001219777,36.4,15.6,NA,NA,NA,55.9,NA,30.5,NA,34.6,37.5209001219777,NA,16.6807274022048,NA,5.32511699410168,132,-86.4405677736584
"ROBERTMEACHEM","Robert Meachem","WR","NO",323,37.4005422004913,59.1,32.9,NA,NA,NA,39.5,NA,47,8.31,31.2266666666667,37.4005422004913,NA,18.9336399036213,NA,5.87997936405874,133,-86.5609256951449
"JEFFJANIS","Jeff Janis","WR","GB",324,37.1,37.1,NA,NA,NA,NA,NA,NA,NA,NA,37.1,37.1,NA,NA,NA,NA,134,-86.8614678956361
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",325,36.7495865745263,37.1,30.7,NA,NA,NA,34.8,30.4,62.5,NA,39.0533333333333,36.7495865745263,NA,13.381890748321,NA,4.51265742333525,135,-87.2118813211098
"DARICKROGERS","Da'Rick Rogers","WR","IND",326,36.6,33.2,NA,NA,NA,NA,45.6,27.6,37.4,NA,36.0916666666667,36.6,NA,7.58309523435736,NA,3.08449125187885,136,-87.3614678956361
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,327,30.4,NA,NA,NA,NA,NA,NA,NA,30.4,NA,30.4,30.4,NA,NA,NA,NA,97,-87.6287541319807
"MIKEGOODSON","Mike Goodson","RB","NYJ",328,30.3,NA,NA,NA,NA,NA,NA,NA,30.3,NA,30.3,30.3,NA,NA,NA,NA,98,-87.7287541319807
"RYANBROYLES","Ryan Broyles","WR","DET",329,35.8428759308175,56.2,31.3,NA,NA,NA,9.1,NA,62.1,14.7,28.9416666666667,35.8428759308175,NA,23.8742958011331,NA,7.09679716710795,137,-88.1185919648187
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",330,29.8079123574724,45.2,15.6,NA,NA,NA,55.8,15.2,NA,NA,25.2933333333333,29.8079123574724,NA,20.7225320203235,NA,6.32055968790479,99,-88.2208417745084
"JAKELOCKER","Jake Locker","QB","TEN",331,232.618609414211,284.92,245.66,194.72,NA,NA,184.32,162.16,303.14,282.02,235.451428571429,232.618609414211,167.3,56.1780238341005,18.7,10.2781485165973,26,-88.3353948942708
"DARRELYOUNG","Darrel Young","RB","WAS",332,29.5,33.8,25.2,NA,NA,NA,NA,NA,NA,NA,29.5,29.5,NA,6.08111831820431,NA,2.71457432399394,100,-88.5287541319807
"DONTEMONCRIEF","Donte Moncrief","WR","IND",333,34.9514445443745,54.2,24.6,NA,NA,NA,17.5,5.8,64.9,24.6,31.92,34.9514445443745,183.5,22.7219424052317,7.5,4.99490395469362,138,-89.0100233512616
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",334,16.4,NA,NA,NA,NA,NA,NA,16.4,NA,NA,16.4,16.4,NA,NA,NA,NA,70,-89.3751391042773
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",335,34.45,45.4,35,NA,NA,NA,NA,10.4,NA,NA,30.2666666666667,34.45,NA,17.973684467391,NA,5.64355511408676,139,-89.5114678956361
"MARQUESSWILSON","Marquess Wilson","WR","CHI",336,34.3811684403744,76.2,31.6,NA,NA,NA,32.4,NA,NA,29,42.35,34.3811684403744,NA,22.6465597092951,NA,6.7944221049736,140,-89.5802994552618
"ANDRECALDWELL","Andre Caldwell","WR","DEN",337,34.3285863426373,57.4,NA,NA,NA,NA,34.4,24.4,29.8,NA,29.245,34.3285863426373,144,14.5203305747493,0,3.20590051898487,141,-89.6328815529988
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",338,34.15,NA,NA,NA,NA,NA,19.1,NA,49.2,NA,34.15,34.15,NA,21.2839141137151,NA,6.45882062728653,142,-89.8114678956361
"GARYBARNIDGE","Gary Barnidge","TE","CLE",339,15.9,NA,NA,NA,NA,NA,14.6,7.7,NA,22.9,15,15.9,NA,7.61073802816345,NA,3.09129930415511,71,-89.8751391042773
"JOSHHILL","Josh Hill","TE","NO",340,15.6,NA,NA,NA,NA,NA,8.2,NA,NA,23,15.6,15.6,NA,10.4651803615609,NA,3.79431046726901,72,-90.1751391042773
"JOSHMCCOWN","Josh McCown","QB","TB",341,230.509352715737,280.4,283.74,261.3,NA,NA,219.32,197.26,210.34,194.44,234.137142857143,230.509352715737,144.829268292683,38.8402152904631,18.7804,8.15146394647451,27,-90.4446515927452
"CHASEFORD","Chase Ford","TE","MIN",342,15.3,NA,NA,NA,NA,NA,15.3,NA,NA,NA,15.3,15.3,NA,NA,NA,NA,73,-90.4751391042773
"VINCENTBROWN","Vincent Brown","WR","SD",343,33.1402196784738,55.2,41.1,32.2,NA,NA,27.7,17.1,65.8,9.46,35.5085714285714,33.1402196784738,NA,20.1076730201611,NA,6.16912809799393,143,-90.8212482171623
"CHRISOWUSU","Chris Owusu","WR","TB",344,33.0004681901138,NA,33.3,NA,NA,NA,21.2,52.7,31.6,NA,27.77,33.0004681901138,NA,13.1379856396126,NA,4.45258684066614,144,-90.9609997055223
"CHRISHOGAN","Chris Hogan","WR","BUF",345,32.85,NA,29.6,NA,NA,NA,NA,NA,NA,36.1,32.85,32.85,NA,4.59619407771256,NA,2.34885724320723,145,-91.1114678956361
"SHAQEVANS","Shaq Evans","WR","NYJ",346,32.8,59.1,NA,NA,NA,NA,5.1,NA,NA,NA,32.8,32.8,NA,38.1837661840736,NA,10.6210293086211,146,-91.1614678956361
"DANIELHERRON","Daniel Herron","RB","IND",347,26.69,NA,NA,NA,NA,NA,NA,NA,NA,26.69,26.69,26.69,NA,NA,NA,NA,101,-91.3387541319807
"JOSEPHRANDLE","Joseph Randle","RB","DAL",348,26.6,31,18,31.7,NA,NA,27.8,19.3,NA,22.82,25.07,26.6,191.5,5.91453013067536,3.5,2.50970055581464,102,-91.4287541319807
"SANTANAMOSS","Santana Moss","WR","WAS",349,32.2640964566255,52.2,35.7,NA,NA,NA,41.2,15.5,36.8,12.79,32.125,32.2640964566255,NA,15.2963051094047,NA,4.98415220566827,147,-91.6973714390107
"DIONSIMS","Dion Sims","TE","MIA",350,14.05,NA,NA,NA,NA,NA,12,NA,NA,16.1,14.05,14.05,NA,2.89913780286485,NA,1.93089486516526,74,-91.7251391042773
"BRUCEELLINGTON","Bruce Ellington","WR","SF",351,32.1,NA,NA,NA,NA,NA,21.5,NA,42.7,NA,32.1,32.1,NA,14.9906637611548,NA,4.90887680871425,148,-91.8614678956361
"LAVONBRAZILL","LaVon Brazill","WR",NA,352,32,NA,NA,NA,NA,NA,NA,NA,32,NA,32,32,NA,NA,NA,NA,149,-91.9614678956361
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",353,31.925,NA,25.9,NA,NA,NA,37.3,NA,38.6,NA,34.0333333333333,31.925,NA,6.98736955751829,NA,2.93777194489849,150,-92.0364678956361
"VANCEMCDONALD","Vance McDonald","TE","SF",354,13.13,43.1,NA,NA,NA,NA,10.8,8.6,NA,14.72,19.305,13.13,NA,16.064000124502,NA,5.17322527229349,75,-92.6451391042773
"KEVINNORWOOD","Kevin Norwood","WR","SEA",355,31.2,37.1,25.3,NA,NA,NA,NA,NA,NA,NA,31.2,31.2,NA,8.34386001800126,NA,3.27185749471656,151,-92.7614678956361
"DEVIERPOSEY","DeVier Posey","WR","HOU",356,31.1000177833272,43.7,49.5,NA,NA,NA,25.7,8.9,34.2,15.3,25.3285714285714,31.1000177833272,NA,15.9006603636453,NA,5.13299686273023,152,-92.8614501123089
"RHETTELLISON","Rhett Ellison","TE","MIN",357,12.55,NA,NA,NA,NA,NA,8.3,NA,NA,16.8,12.55,12.55,NA,6.01040764008565,NA,2.69715922490886,76,-93.2251391042773
"ANTHONYDIXON","Anthony Dixon","RB","BUF",358,24.775,27.6,32.8,NA,NA,NA,5.1,NA,NA,NA,21.8333333333333,24.775,NA,14.7228846811124,NA,4.84292638459265,103,-93.2537541319807
